Checking the given root
-1.516e-13	
2.581	0.19517	0.195377
2.582	0.19505	0.195258
2.583	0.194931	0.195138
2.584	0.194811	0.195018
2.585	0.194692	0.194899
2.586	0.194573	0.194779
2.587	0.194453	0.19466
2.588	0.194334	0.194541
2.589	0.194215	0.194421
2.59	0.194096	0.194302
2.591	0.193977	0.194183
2.592	0.193858	0.194063
2.593	0.193739	0.193944
2.594	0.19362	0.193825
2.595	0.193501	0.193706
2.596	0.193382	0.193587
2.597	0.193263	0.193468
2.598	0.193144	0.193349
2.599	0.193025	0.19323
2.6	0.192906	0.193111
2.601	0.192788	0.192992
2.602	0.192669	0.192874
2.603	0.19255	0.192755
2.604	0.192432	0.192636
2.605	0.192313	0.192518
2.606	0.192194	0.192399
2.607	0.192076	0.192281
2.608	0.191957	0.192162
2.609	0.191838	0.192044
2.61	0.19172	0.191925
2.611	0.191601	0.191807
2.612	0.191483	0.191688
2.613	0.191365	0.19157
2.614	0.191246	0.191452
2.615	0.191128	0.191334
2.616	0.19101	0.191216
2.617	0.190892	0.191098
2.618	0.190774	0.190979
2.619	0.190656	0.190861
2.62	0.190539	0.190744
2.621	0.190421	0.190626
2.622	0.190303	0.190508
2.623	0.190186	0.19039
2.624	0.190068	0.190272
2.625	0.189951	0.190154
2.626	0.189833	0.190037
2.627	0.189716	0.189919
2.628	0.189598	0.189801
2.629	0.189481	0.189684
2.63	0.189364	0.189566
2.631	0.189246	0.189449
2.632	0.189129	0.189331
2.633	0.189012	0.189214
2.634	0.188895	0.189097
2.635	0.188778	0.188979
2.636	0.18866	0.188862
2.637	0.188543	0.188745
2.638	0.188426	0.188628
2.639	0.188309	0.188511
2.64	0.188192	0.188394
2.641	0.188076	0.188277
2.642	0.187959	0.18816
2.643	0.187842	0.188043
2.644	0.187725	0.187926
2.645	0.187608	0.187809
2.646	0.187491	0.187692
2.647	0.187375	0.187576
2.648	0.187258	0.187459
2.649	0.187141	0.187342
2.65	0.187025	0.187226
2.651	0.186908	0.187109
2.652	0.186792	0.186993
2.653	0.186675	0.186876
2.654	0.186559	0.18676
2.655	0.186442	0.186643
2.656	0.186326	0.186527
2.657	0.186209	0.186411
2.658	0.186093	0.186295
2.659	0.185977	0.186178
2.66	0.18586	0.186062
2.661	0.185744	0.185946
2.662	0.185629	0.18583
2.663	0.185513	0.185714
2.664	0.185397	0.185598
2.665	0.185281	0.185482
2.666	0.185166	0.185366
2.667	0.18505	0.185251
2.668	0.184935	0.185135
2.669	0.184819	0.185019
2.67	0.184704	0.184903
2.671	0.184588	0.184788
2.672	0.184473	0.184672
2.673	0.184358	0.184557
2.674	0.184242	0.184441
2.675	0.184127	0.184326
2.676	0.184012	0.18421
2.677	0.183897	0.184095
2.678	0.183781	0.18398
2.679	0.183666	0.183864
2.68	0.183551	0.183749
2.681	0.183436	0.183634
2.682	0.183321	0.183519
2.683	0.183206	0.183404
2.684	0.183091	0.183289
2.685	0.182977	0.183174
2.686	0.182862	0.183059
2.687	0.182747	0.182944
2.688	0.182632	0.182829
2.689	0.182517	0.182714
2.69	0.182403	0.1826
2.691	0.182288	0.182485
2.692	0.182174	0.18237
2.693	0.182059	0.182256
2.694	0.181944	0.182141
2.695	0.18183	0.182027
2.696	0.181715	0.181912
2.697	0.181601	0.181798
2.698	0.181487	0.181683
2.699	0.181372	0.181569
2.7	0.181258	0.181455
2.701	0.181143	0.181341
2.702	0.181029	0.181226
2.703	0.180915	0.181112
2.704	0.180801	0.180998
2.705	0.180686	0.180884
2.706	0.180573	0.18077
2.707	0.180459	0.180656
2.708	0.180345	0.180542
2.709	0.180232	0.180429
2.71	0.180118	0.180315
2.711	0.180005	0.180201
2.712	0.179891	0.180087
2.713	0.179778	0.179974
2.714	0.179664	0.17986
2.715	0.179551	0.179746
2.716	0.179437	0.179633
2.717	0.179324	0.179519
2.718	0.179211	0.179406
2.719	0.179098	0.179293
2.72	0.178985	0.179179
2.721	0.178872	0.179066
2.722	0.178758	0.178953
2.723	0.178645	0.17884
2.724	0.178532	0.178726
2.725	0.17842	0.178613
2.726	0.178307	0.1785
2.727	0.178194	0.178387
2.728	0.178081	0.178274
2.729	0.177968	0.178162
2.73	0.177855	0.178049
2.731	0.177743	0.177936
2.732	0.17763	0.177823
2.733	0.177517	0.17771
2.734	0.177405	0.177598
2.735	0.177292	0.177485
2.736	0.17718	0.177373
2.737	0.177067	0.17726
2.738	0.176955	0.177148
2.739	0.176843	0.177035
2.74	0.17673	0.176923
2.741	0.176618	0.17681
2.742	0.176506	0.176698
2.743	0.176393	0.176586
2.744	0.176281	0.176474
2.745	0.176169	0.176362
2.746	0.176057	0.176249
2.747	0.175945	0.176137
2.748	0.175832	0.176025
2.749	0.17572	0.175914
2.75	0.175608	0.175802
2.751	0.175496	0.17569
2.752	0.175385	0.175578
2.753	0.175273	0.175466
2.754	0.175162	0.175355
2.755	0.17505	0.175243
2.756	0.174939	0.175131
2.757	0.174828	0.17502
2.758	0.174716	0.174908
2.759	0.174605	0.174797
2.76	0.174494	0.174685
2.761	0.174383	0.174574
2.762	0.174271	0.174463
2.763	0.17416	0.174351
2.764	0.174049	0.17424
2.765	0.173938	0.174129
2.766	0.173827	0.174018
2.767	0.173716	0.173907
2.768	0.173606	0.173796
2.769	0.173495	0.173685
2.77	0.173384	0.173574
2.771	0.173273	0.173463
2.772	0.173163	0.173352
2.773	0.173052	0.173241
2.774	0.172941	0.17313
2.775	0.172831	0.17302
2.776	0.17272	0.172909
2.777	0.17261	0.172799
2.778	0.172499	0.172688
2.779	0.172389	0.172578
2.78	0.172279	0.172467
2.781	0.172168	0.172357
2.782	0.172058	0.172246
2.783	0.171948	0.172136
2.784	0.171837	0.172026
2.785	0.171727	0.171916
2.786	0.171617	0.171805
2.787	0.171507	0.171695
2.788	0.171397	0.171585
2.789	0.171287	0.171475
2.79	0.171177	0.171365
2.791	0.171067	0.171255
2.792	0.170957	0.171145
2.793	0.170847	0.171036
2.794	0.170737	0.170926
2.795	0.170628	0.170816
2.796	0.170518	0.170706
2.797	0.170408	0.170597
2.798	0.170299	0.170487
2.799	0.170189	0.170378
2.8	0.17008	0.170268
2.801	0.169971	0.170159
2.802	0.169862	0.170049
2.803	0.169752	0.16994
2.804	0.169643	0.169831
2.805	0.169534	0.169721
2.806	0.169425	0.169612
2.807	0.169316	0.169503
2.808	0.169207	0.169394
2.809	0.169099	0.169285
2.81	0.16899	0.169176
2.811	0.168881	0.169067
2.812	0.168772	0.168958
2.813	0.168664	0.168849
2.814	0.168555	0.168741
2.815	0.168446	0.168632
2.816	0.168338	0.168523
2.817	0.168229	0.168414
2.818	0.168121	0.168306
2.819	0.168012	0.168197
2.82	0.167904	0.168089
2.821	0.167796	0.16798
2.822	0.167687	0.167872
2.823	0.167579	0.167764
2.824	0.167471	0.167655
2.825	0.167363	0.167547
2.826	0.167255	0.167439
2.827	0.167147	0.167331
2.828	0.167039	0.167222
2.829	0.166931	0.167114
2.83	0.166823	0.167006
2.831	0.166715	0.166898
2.832	0.166607	0.16679
2.833	0.166499	0.166683
2.834	0.166391	0.166575
2.835	0.166283	0.166467
2.836	0.166176	0.166359
2.837	0.166068	0.166252
2.838	0.16596	0.166144
2.839	0.165853	0.166036
2.84	0.165745	0.165929
2.841	0.165638	0.165821
2.842	0.16553	0.165714
2.843	0.165423	0.165607
2.844	0.165315	0.165499
2.845	0.165208	0.165392
2.846	0.165101	0.165285
2.847	0.164994	0.165178
2.848	0.164887	0.16507
2.849	0.16478	0.164963
2.85	0.164674	0.164856
2.851	0.164567	0.164749
2.852	0.16446	0.164642
2.853	0.164353	0.164535
2.854	0.164247	0.164429
2.855	0.16414	0.164322
2.856	0.164033	0.164215
2.857	0.163927	0.164108
2.858	0.16382	0.164002
2.859	0.163714	0.163895
2.86	0.163607	0.163789
2.861	0.163501	0.163682
2.862	0.163395	0.163576
2.863	0.163289	0.163469
2.864	0.163182	0.163363
2.865	0.163076	0.163257
2.866	0.16297	0.16315
2.867	0.162864	0.163044
2.868	0.162758	0.162938
2.869	0.162652	0.162832
2.87	0.162546	0.162726
2.871	0.16244	0.16262
2.872	0.162334	0.162514
2.873	0.162229	0.162408
2.874	0.162123	0.162302
2.875	0.162017	0.162196
2.876	0.161911	0.162091
2.877	0.161806	0.161985
2.878	0.1617	0.161879
2.879	0.161595	0.161774
2.88	0.161489	0.161668
2.881	0.161384	0.161563
2.882	0.161278	0.161457
2.883	0.161173	0.161352
2.884	0.161068	0.161246
2.885	0.160962	0.161141
2.886	0.160857	0.161036
2.887	0.160752	0.160931
2.888	0.160647	0.160825
2.889	0.160542	0.16072
2.89	0.160437	0.160615
2.891	0.160331	0.16051
2.892	0.160227	0.160405
2.893	0.160122	0.1603
2.894	0.160017	0.160195
2.895	0.159912	0.160091
2.896	0.159808	0.159986
2.897	0.159703	0.159881
2.898	0.159599	0.159777
2.899	0.159494	0.159672
2.9	0.15939	0.159567
2.901	0.159286	0.159463
2.902	0.159181	0.159358
2.903	0.159077	0.159254
2.904	0.158973	0.15915
2.905	0.158869	0.159045
2.906	0.158764	0.158941
2.907	0.15866	0.158837
2.908	0.158556	0.158733
2.909	0.158452	0.158628
2.91	0.158348	0.158524
2.911	0.158245	0.15842
2.912	0.158141	0.158316
2.913	0.158037	0.158212
2.914	0.157933	0.158109
2.915	0.157829	0.158005
2.916	0.157726	0.157901
2.917	0.157622	0.157797
2.918	0.157519	0.157694
2.919	0.157415	0.15759
2.92	0.157312	0.157486
2.921	0.157208	0.157383
2.922	0.157105	0.157279
2.923	0.157002	0.157176
2.924	0.156898	0.157073
2.925	0.156795	0.156969
2.926	0.156692	0.156866
2.927	0.156589	0.156763
2.928	0.156486	0.15666
2.929	0.156382	0.156556
2.93	0.156279	0.156453
2.931	0.156176	0.15635
2.932	0.156074	0.156247
2.933	0.155971	0.156144
2.934	0.155868	0.156041
2.935	0.155765	0.155939
2.936	0.155662	0.155836
2.937	0.15556	0.155733
2.938	0.155457	0.15563
2.939	0.155354	0.155528
2.94	0.155252	0.155425
2.941	0.155149	0.155323
2.942	0.155047	0.15522
2.943	0.154945	0.155118
2.944	0.154842	0.155015
2.945	0.15474	0.154913
2.946	0.154638	0.154811
2.947	0.154536	0.154709
2.948	0.154434	0.154606
2.949	0.154332	0.154504
2.95	0.15423	0.154402
2.951	0.154128	0.1543
2.952	0.154026	0.154198
2.953	0.153925	0.154096
2.954	0.153823	0.153994
2.955	0.153721	0.153892
2.956	0.153619	0.153791
2.957	0.153518	0.153689
2.958	0.153416	0.153587
2.959	0.153315	0.153486
2.96	0.153213	0.153384
2.961	0.153112	0.153282
2.962	0.15301	0.153181
2.963	0.152909	0.15308
2.964	0.152808	0.152978
2.965	0.152707	0.152877
2.966	0.152606	0.152775
2.967	0.152504	0.152674
2.968	0.152403	0.152573
2.969	0.152302	0.152472
2.97	0.152201	0.152371
2.971	0.1521	0.15227
2.972	0.151999	0.152169
2.973	0.151899	0.152068
2.974	0.151798	0.151967
2.975	0.151697	0.151866
2.976	0.151596	0.151765
2.977	0.151496	0.151665
2.978	0.151395	0.151564
2.979	0.151295	0.151463
2.98	0.151194	0.151363
2.981	0.151094	0.151262
2.982	0.150993	0.151162
2.983	0.150893	0.151061
2.984	0.150792	0.150961
2.985	0.150692	0.15086
2.986	0.150592	0.15076
2.987	0.150492	0.15066
2.988	0.150392	0.15056
2.989	0.150291	0.15046
2.99	0.150192	0.150359
2.991	0.150092	0.150259
2.992	0.149992	0.150159
2.993	0.149892	0.150059
2.994	0.149792	0.14996
2.995	0.149692	0.14986
2.996	0.149593	0.14976
2.997	0.149493	0.14966
2.998	0.149394	0.14956
2.999	0.149294	0.149461
3	0.149195	0.149361
3.001	0.149095	0.149262
3.002	0.148996	0.149162
3.003	0.148896	0.149063
3.004	0.148797	0.148963
3.005	0.148698	0.148864
3.006	0.148599	0.148765
3.007	0.1485	0.148665
3.008	0.148401	0.148566
3.009	0.148302	0.148467
3.01	0.148203	0.148368
3.011	0.148104	0.148269
3.012	0.148005	0.14817
3.013	0.147906	0.148071
3.014	0.147807	0.147972
3.015	0.147708	0.147873
3.016	0.14761	0.147774
3.017	0.147511	0.147676
3.018	0.147412	0.147577
3.019	0.147314	0.147478
3.02	0.147215	0.14738
3.021	0.147117	0.147281
3.022	0.147019	0.147183
3.023	0.14692	0.147084
3.024	0.146822	0.146986
3.025	0.146724	0.146887
3.026	0.146625	0.146789
3.027	0.146527	0.146691
3.028	0.146429	0.146593
3.029	0.146331	0.146494
3.03	0.146233	0.146396
3.031	0.146135	0.146298
3.032	0.146037	0.1462
3.033	0.145939	0.146102
3.034	0.145842	0.146004
3.035	0.145744	0.145907
3.036	0.145646	0.145809
3.037	0.145548	0.145711
3.038	0.145451	0.145613
3.039	0.145353	0.145516
3.04	0.145256	0.145418
3.041	0.145158	0.145321
3.042	0.145061	0.145223
3.043	0.144964	0.145126
3.044	0.144866	0.145028
3.045	0.144769	0.144931
3.046	0.144672	0.144833
3.047	0.144575	0.144736
3.048	0.144478	0.144639
3.049	0.144381	0.144542
3.05	0.144284	0.144445
3.051	0.144187	0.144348
3.052	0.14409	0.144251
3.053	0.143993	0.144154
3.054	0.143896	0.144057
3.055	0.143799	0.14396
3.056	0.143703	0.143863
3.057	0.143606	0.143766
3.058	0.143509	0.14367
3.059	0.143413	0.143573
3.06	0.143316	0.143476
3.061	0.14322	0.14338
3.062	0.143123	0.143283
3.063	0.143027	0.143187
3.064	0.142931	0.14309
3.065	0.142835	0.142994
3.066	0.142738	0.142898
3.067	0.142642	0.142801
3.068	0.142546	0.142705
3.069	0.14245	0.142609
3.07	0.142354	0.142513
3.071	0.142258	0.142417
3.072	0.142162	0.142321
3.073	0.142066	0.142225
3.074	0.141971	0.142129
3.075	0.141875	0.142033
3.076	0.141779	0.141937
3.077	0.141683	0.141842
3.078	0.141588	0.141746
3.079	0.141492	0.14165
3.08	0.141397	0.141555
3.081	0.141301	0.141459
3.082	0.141206	0.141363
3.083	0.14111	0.141268
3.084	0.141015	0.141173
3.085	0.14092	0.141077
3.086	0.140825	0.140982
3.087	0.140729	0.140887
3.088	0.140634	0.140791
3.089	0.140539	0.140696
3.09	0.140444	0.140601
3.091	0.140349	0.140506
3.092	0.140254	0.140411
3.093	0.140159	0.140316
3.094	0.140065	0.140221
3.095	0.13997	0.140126
3.096	0.139875	0.140031
3.097	0.13978	0.139937
3.098	0.139686	0.139842
3.099	0.139591	0.139747
3.1	0.139497	0.139653
3.101	0.139402	0.139558
3.102	0.139308	0.139463
3.103	0.139214	0.139369
3.104	0.139119	0.139275
3.105	0.139025	0.13918
3.106	0.138931	0.139086
3.107	0.138837	0.138992
3.108	0.138742	0.138897
3.109	0.138648	0.138803
3.11	0.138554	0.138709
3.111	0.13846	0.138615
3.112	0.138366	0.138521
3.113	0.138273	0.138427
3.114	0.138179	0.138333
3.115	0.138085	0.138239
3.116	0.137991	0.138145
3.117	0.137898	0.138051
3.118	0.137804	0.137958
3.119	0.13771	0.137864
3.12	0.137617	0.13777
3.121	0.137523	0.137677
3.122	0.13743	0.137583
3.123	0.137337	0.13749
3.124	0.137243	0.137396
3.125	0.13715	0.137303
3.126	0.137057	0.13721
3.127	0.136964	0.137116
3.128	0.136871	0.137023
3.129	0.136778	0.13693
3.13	0.136685	0.136837
3.131	0.136592	0.136744
3.132	0.136499	0.136651
3.133	0.136406	0.136558
3.134	0.136313	0.136465
3.135	0.13622	0.136372
3.136	0.136127	0.136279
3.137	0.136035	0.136186
3.138	0.135942	0.136093
3.139	0.135849	0.136001
3.14	0.135757	0.135908
3.141	0.135664	0.135815
3.142	0.135572	0.135723
3.143	0.135479	0.13563
3.144	0.135387	0.135538
3.145	0.135295	0.135445
3.146	0.135202	0.135353
3.147	0.13511	0.135261
3.148	0.135018	0.135169
3.149	0.134926	0.135076
3.15	0.134834	0.134984
3.151	0.134742	0.134892
3.152	0.13465	0.1348
3.153	0.134558	0.134708
3.154	0.134466	0.134616
3.155	0.134374	0.134524
3.156	0.134283	0.134432
3.157	0.134191	0.13434
3.158	0.134099	0.134249
3.159	0.134008	0.134157
3.16	0.133916	0.134065
3.161	0.133825	0.133974
3.162	0.133733	0.133882
3.163	0.133642	0.133791
3.164	0.13355	0.133699
3.165	0.133459	0.133608
3.166	0.133368	0.133516
3.167	0.133277	0.133425
3.168	0.133186	0.133334
3.169	0.133094	0.133243
3.17	0.133003	0.133151
3.171	0.132912	0.13306
3.172	0.132821	0.132969
3.173	0.132731	0.132878
3.174	0.13264	0.132787
3.175	0.132549	0.132696
3.176	0.132458	0.132605
3.177	0.132368	0.132515
3.178	0.132277	0.132424
3.179	0.132186	0.132333
3.18	0.132096	0.132242
3.181	0.132005	0.132152
3.182	0.131915	0.132061
3.183	0.131824	0.131971
3.184	0.131734	0.13188
3.185	0.131644	0.13179
3.186	0.131553	0.131699
3.187	0.131463	0.131609
3.188	0.131373	0.131519
3.189	0.131283	0.131428
3.19	0.131193	0.131338
3.191	0.131103	0.131248
3.192	0.131012	0.131158
3.193	0.130923	0.131068
3.194	0.130833	0.130978
3.195	0.130743	0.130888
3.196	0.130653	0.130798
3.197	0.130563	0.130708
3.198	0.130473	0.130619
3.199	0.130384	0.130529
3.2	0.130294	0.130439
3.201	0.130205	0.130349
3.202	0.130115	0.13026
3.203	0.130026	0.13017
3.204	0.129936	0.130081
3.205	0.129847	0.129991
3.206	0.129758	0.129902
3.207	0.129668	0.129813
3.208	0.129579	0.129723
3.209	0.12949	0.129634
3.21	0.129401	0.129545
3.211	0.129312	0.129456
3.212	0.129223	0.129366
3.213	0.129134	0.129277
3.214	0.129045	0.129188
3.215	0.128956	0.129099
3.216	0.128867	0.12901
3.217	0.128779	0.128922
3.218	0.12869	0.128833
3.219	0.128601	0.128744
3.22	0.128513	0.128655
3.221	0.128424	0.128567
3.222	0.128336	0.128478
3.223	0.128247	0.128389
3.224	0.128159	0.128301
3.225	0.128071	0.128212
3.226	0.127982	0.128124
3.227	0.127894	0.128036
3.228	0.127806	0.127947
3.229	0.127718	0.127859
3.23	0.12763	0.127771
3.231	0.127542	0.127683
3.232	0.127454	0.127594
3.233	0.127366	0.127506
3.234	0.127278	0.127418
3.235	0.12719	0.12733
3.236	0.127102	0.127242
3.237	0.127014	0.127154
3.238	0.126926	0.127067
3.239	0.126838	0.126979
3.24	0.126751	0.126891
3.241	0.126663	0.126803
3.242	0.126576	0.126716
3.243	0.126488	0.126628
3.244	0.126401	0.126541
3.245	0.126313	0.126453
3.246	0.126226	0.126366
3.247	0.126138	0.126278
3.248	0.126051	0.126191
3.249	0.125964	0.126103
3.25	0.125877	0.126016
3.251	0.12579	0.125929
3.252	0.125702	0.125842
3.253	0.125615	0.125755
3.254	0.125528	0.125668
3.255	0.125442	0.125581
3.256	0.125355	0.125494
3.257	0.125268	0.125407
3.258	0.125181	0.12532
3.259	0.125094	0.125233
3.26	0.125008	0.125146
3.261	0.124921	0.125059
3.262	0.124835	0.124973
3.263	0.124748	0.124886
3.264	0.124662	0.1248
3.265	0.124575	0.124713
3.266	0.124489	0.124627
3.267	0.124402	0.12454
3.268	0.124316	0.124454
3.269	0.12423	0.124367
3.27	0.124144	0.124281
3.271	0.124058	0.124195
3.272	0.123972	0.124109
3.273	0.123886	0.124022
3.274	0.1238	0.123936
3.275	0.123714	0.12385
3.276	0.123628	0.123764
3.277	0.123542	0.123678
3.278	0.123457	0.123592
3.279	0.123371	0.123506
3.28	0.123285	0.123421
3.281	0.1232	0.123335
3.282	0.123114	0.123249
3.283	0.123028	0.123164
3.284	0.122943	0.123078
3.285	0.122857	0.122992
3.286	0.122772	0.122907
3.287	0.122686	0.122821
3.288	0.122601	0.122736
3.289	0.122516	0.12265
3.29	0.12243	0.122565
3.291	0.122345	0.12248
3.292	0.12226	0.122395
3.293	0.122175	0.122309
3.294	0.12209	0.122224
3.295	0.122005	0.122139
3.296	0.12192	0.122054
3.297	0.121835	0.121969
3.298	0.12175	0.121884
3.299	0.121665	0.121799
3.3	0.12158	0.121714
3.301	0.121496	0.12163
3.302	0.121411	0.121545
3.303	0.121326	0.12146
3.304	0.121242	0.121376
3.305	0.121157	0.121291
3.306	0.121073	0.121206
3.307	0.120988	0.121122
3.308	0.120904	0.121037
3.309	0.12082	0.120953
3.31	0.120735	0.120869
3.311	0.120651	0.120784
3.312	0.120567	0.1207
3.313	0.120483	0.120616
3.314	0.120399	0.120532
3.315	0.120315	0.120447
3.316	0.120231	0.120363
3.317	0.120147	0.120279
3.318	0.120063	0.120195
3.319	0.119979	0.120111
3.32	0.119896	0.120027
3.321	0.119812	0.119944
3.322	0.119728	0.11986
3.323	0.119645	0.119776
3.324	0.119561	0.119692
3.325	0.119478	0.119609
3.326	0.119394	0.119525
3.327	0.119311	0.119441
3.328	0.119228	0.119358
3.329	0.119144	0.119274
3.33	0.119061	0.119191
3.331	0.118978	0.119108
3.332	0.118894	0.119024
3.333	0.118811	0.118941
3.334	0.118728	0.118858
3.335	0.118645	0.118775
3.336	0.118562	0.118692
3.337	0.118479	0.118608
3.338	0.118396	0.118525
3.339	0.118313	0.118442
3.34	0.11823	0.118359
3.341	0.118147	0.118277
3.342	0.118064	0.118194
3.343	0.117981	0.118111
3.344	0.117899	0.118028
3.345	0.117816	0.117945
3.346	0.117734	0.117863
3.347	0.117651	0.11778
3.348	0.117568	0.117698
3.349	0.117486	0.117615
3.35	0.117404	0.117533
3.351	0.117321	0.11745
3.352	0.117239	0.117368
3.353	0.117157	0.117285
3.354	0.117075	0.117203
3.355	0.116992	0.117121
3.356	0.11691	0.117039
3.357	0.116828	0.116957
3.358	0.116746	0.116875
3.359	0.116664	0.116792
3.36	0.116582	0.11671
3.361	0.116501	0.116629
3.362	0.116419	0.116547
3.363	0.116337	0.116465
3.364	0.116255	0.116383
3.365	0.116174	0.116301
3.366	0.116092	0.116219
3.367	0.116011	0.116138
3.368	0.115929	0.116056
3.369	0.115848	0.115975
3.37	0.115767	0.115893
3.371	0.115685	0.115812
3.372	0.115604	0.11573
3.373	0.115523	0.115649
3.374	0.115442	0.115567
3.375	0.115361	0.115486
3.376	0.115279	0.115405
3.377	0.115198	0.115324
3.378	0.115118	0.115243
3.379	0.115037	0.115161
3.38	0.114956	0.11508
3.381	0.114875	0.114999
3.382	0.114794	0.114918
3.383	0.114713	0.114838
3.384	0.114632	0.114757
3.385	0.114551	0.114676
3.386	0.11447	0.114595
3.387	0.11439	0.114514
3.388	0.114309	0.114434
3.389	0.114229	0.114353
3.39	0.114148	0.114272
3.391	0.114067	0.114192
3.392	0.113987	0.114111
3.393	0.113907	0.114031
3.394	0.113826	0.113951
3.395	0.113746	0.11387
3.396	0.113666	0.11379
3.397	0.113586	0.11371
3.398	0.113505	0.113629
3.399	0.113425	0.113549
3.4	0.113345	0.113469
3.401	0.113265	0.113389
3.402	0.113185	0.113309
3.403	0.113105	0.113229
3.404	0.113026	0.113149
3.405	0.112946	0.113069
3.406	0.112866	0.112989
3.407	0.112786	0.11291
3.408	0.112707	0.11283
3.409	0.112627	0.11275
3.41	0.112548	0.11267
3.411	0.112468	0.112591
3.412	0.112389	0.112511
3.413	0.112309	0.112432
3.414	0.11223	0.112352
3.415	0.112151	0.112273
3.416	0.112071	0.112194
3.417	0.111992	0.112114
3.418	0.111913	0.112035
3.419	0.111834	0.111956
3.42	0.111755	0.111877
3.421	0.111676	0.111797
3.422	0.111597	0.111718
3.423	0.111518	0.111639
3.424	0.11144	0.11156
3.425	0.111361	0.111481
3.426	0.111282	0.111402
3.427	0.111203	0.111324
3.428	0.111125	0.111245
3.429	0.111046	0.111166
3.43	0.110967	0.111087
3.431	0.110889	0.111009
3.432	0.11081	0.11093
3.433	0.110732	0.110851
3.434	0.110653	0.110773
3.435	0.110575	0.110694
3.436	0.110496	0.110616
3.437	0.110418	0.110537
3.438	0.11034	0.110459
3.439	0.110261	0.110381
3.44	0.110183	0.110303
3.441	0.110105	0.110224
3.442	0.110027	0.110146
3.443	0.109949	0.110068
3.444	0.109871	0.10999
3.445	0.109793	0.109912
3.446	0.109715	0.109834
3.447	0.109637	0.109756
3.448	0.109559	0.109678
3.449	0.109481	0.1096
3.45	0.109404	0.109522
3.451	0.109326	0.109445
3.452	0.109248	0.109367
3.453	0.109171	0.109289
3.454	0.109093	0.109212
3.455	0.109016	0.109134
3.456	0.108938	0.109057
3.457	0.108861	0.108979
3.458	0.108784	0.108902
3.459	0.108706	0.108824
3.46	0.108629	0.108747
3.461	0.108552	0.10867
3.462	0.108475	0.108592
3.463	0.108398	0.108515
3.464	0.108321	0.108438
3.465	0.108244	0.108361
3.466	0.108167	0.108284
3.467	0.10809	0.108207
3.468	0.108013	0.10813
3.469	0.107936	0.108053
3.47	0.10786	0.107976
3.471	0.107783	0.107899
3.472	0.107706	0.107822
3.473	0.10763	0.107746
3.474	0.107553	0.107669
3.475	0.107477	0.107592
3.476	0.107401	0.107516
3.477	0.107324	0.107439
3.478	0.107248	0.107363
3.479	0.107171	0.107286
3.48	0.107095	0.10721
3.481	0.107019	0.107133
3.482	0.106942	0.107057
3.483	0.106866	0.106981
3.484	0.10679	0.106905
3.485	0.106714	0.106828
3.486	0.106638	0.106752
3.487	0.106561	0.106676
3.488	0.106485	0.1066
3.489	0.106409	0.106524
3.49	0.106333	0.106448
3.491	0.106258	0.106372
3.492	0.106182	0.106296
3.493	0.106106	0.10622
3.494	0.10603	0.106145
3.495	0.105955	0.106069
3.496	0.105879	0.105993
3.497	0.105803	0.105918
3.498	0.105728	0.105842
3.499	0.105652	0.105766
3.5	0.105577	0.105691
3.501	0.105501	0.105615
3.502	0.105426	0.10554
3.503	0.105351	0.105465
3.504	0.105275	0.105389
3.505	0.1052	0.105314
3.506	0.105125	0.105239
3.507	0.10505	0.105163
3.508	0.104975	0.105088
3.509	0.1049	0.105013
3.51	0.104825	0.104938
3.511	0.10475	0.104863
3.512	0.104675	0.104788
3.513	0.1046	0.104713
3.514	0.104526	0.104638
3.515	0.104451	0.104564
3.516	0.104376	0.104489
3.517	0.104302	0.104414
3.518	0.104227	0.104339
3.519	0.104153	0.104265
3.52	0.104078	0.10419
3.521	0.104004	0.104115
3.522	0.10393	0.104041
3.523	0.103855	0.103966
3.524	0.103781	0.103892
3.525	0.103707	0.103818
3.526	0.103633	0.103743
3.527	0.103559	0.103669
3.528	0.103485	0.103595
3.529	0.10341	0.103521
3.53	0.103336	0.103446
3.531	0.103262	0.103372
3.532	0.103188	0.103298
3.533	0.103114	0.103224
3.534	0.10304	0.10315
3.535	0.102966	0.103076
3.536	0.102892	0.103002
3.537	0.102819	0.102928
3.538	0.102745	0.102855
3.539	0.102671	0.102781
3.54	0.102597	0.102707
3.541	0.102524	0.102634
3.542	0.10245	0.10256
3.543	0.102377	0.102486
3.544	0.102303	0.102413
3.545	0.10223	0.102339
3.546	0.102156	0.102266
3.547	0.102083	0.102192
3.548	0.10201	0.102119
3.549	0.101936	0.102046
3.55	0.101863	0.101972
3.551	0.10179	0.101899
3.552	0.101717	0.101826
3.553	0.101644	0.101753
3.554	0.101571	0.10168
3.555	0.101498	0.101607
3.556	0.101425	0.101534
3.557	0.101352	0.101461
3.558	0.101279	0.101388
3.559	0.101206	0.101315
3.56	0.101134	0.101242
3.561	0.101061	0.101169
3.562	0.100988	0.101097
3.563	0.100916	0.101024
3.564	0.100843	0.100951
3.565	0.100771	0.100879
3.566	0.100698	0.100806
3.567	0.100626	0.100734
3.568	0.100554	0.100661
3.569	0.100482	0.100589
3.57	0.100409	0.100516
3.571	0.100337	0.100444
3.572	0.100265	0.100372
3.573	0.100193	0.1003
3.574	0.100121	0.100227
3.575	0.100049	0.100155
3.576	0.0999773	0.100083
3.577	0.0999054	0.100011
3.578	0.0998334	0.0999389
